t,x,cp,cn,phi
0.06994,0.51,0.9862390523437509,0.9929230988386618,0.009655952959984476
0.06994,0.52,0.9829024928020564,0.9962833577067808,0.019312574211639205
0.06994,0.53,0.9795612751609848,0.9996644999219619,0.028970533323903702
0.06994,0.54,0.9762093363957202,1.0030732272265706,0.03863050242000962
0.06994,0.55,0.9728407449676761,1.0065163657087188,0.048293157454032704
0.06994,0.56,0.9694497021813466,1.0100008647905316,0.057959179486730655
0.06994,0.5700000000000001,0.9660305435853271,1.0135337962710929,0.06762925596042957
0.06994,0.58,0.9625777404159401,1.0171223534258755,0.07730408197272276
0.06994,0.59,0.9590859010816991,1.02077385016474,0.08698436154874964
0.06994,0.6,0.9555497726866228,1.0244957202509424,0.09667080891182078
0.06994,0.61,0.9519642425901614,1.0282955165839973,0.10636414975215785
0.06994,0.62,0.9483243400012087,1.0321809105497142,0.11606512249352247
0.06994,0.63,0.944625237603384,1.0361596914412496,0.12577447955750867
0.06994,0.64,0.9408622532084506,1.0402397659556066,0.13549298862527814
0.06994,0.65,0.9370308514344124,1.0444291577706557,0.14522143389652348
0.06994,0.66,0.9331266454044954,1.0487360072084535,0.15496061734544841
0.06994,0.67,0.9291453984628849,1.0531685709913867,0.1647113599735614
0.06994,0.68,0.9250830259027516,1.0577352220984815,0.17447450305908838
0.06994,0.6900000000000001,0.9209355967017681,1.062444449730074,0.18425090940281386
0.06994,0.7000000000000001,0.9166993352599886,1.0673048593899481,0.1940414645701776
0.06994,0.71,0.912370623134657,1.0723251730949888,0.2038470781294568
0.06994,0.72,0.9079460007662025,1.0775142297234135,0.21366868488588503
0.06994,0.73,0.9034221691894063,1.0828809855136612,0.2235072461115676
0.06994,0.74,0.8987959917234601,1.088434514727101,0.23336375077107285
0.06994,0.75,0.8940644956343993,1.094184010488831,0.2432392167425961
0.06994,0.76,0.8892248737631852,1.1001387858219704,0.25313469203461536
0.06994,0.77,0.8842744861125241,1.106308274892023,0.26305125599797724
0.06994,0.78,0.8792108613853615,1.1127020344790797,0.2729900205333803
0.06994,0.79,0.8740316984678633,1.1193297456968483,0.28295213129424845
0.06994,0.8,0.8687348678496095,1.1262012159787376,0.2929387688850174
0.06994,0.81,0.8633184129736686,1.1333263813524865,0.30295115005489204
0.06994,0.8200000000000001,0.857780551509199,1.1407153090261084,0.31299052888716505
0.06994,0.8300000000000001,0.8521196765392355,1.1483782003092138,0.3230581979842306
0.06994,0.84,0.846334357656369,1.1563253938951061,0.33315548964846287
0.06994,0.85,0.8404233419591038,1.1645673695303655,0.3432837770591813
0.06994,0.86,0.8343855549417971,1.173114752100003,0.3534444754459676
0.06994,0.87,0.8282201012712295,1.1819783161576438,0.3636390432586545
0.06994,0.88,0.8219262654430387,1.1911689909316063,0.3738689833343619
0.06994,0.89,0.8155035123114552,1.200697865839165,0.3841358440620146
0.06994,0.9,0.8089514874860227,1.2105761965427717,0.39444122054483993
0.06994,0.91,0.8022700175892483,1.220815411583502,0.40478675576141165
0.06994,0.92,0.795459110369426,1.2314271196285518,0.4151741417258772
0.06994,0.93,0.7885189546631869,1.2424231173712237,0.42560512064808176
0.06994,0.9400000000000001,0.7814499202026715,1.2538153981235054,0.4360814860943826
0.06994,0.9500000000000001,0.7742525572625719,1.2656161611431012,0.4466050841500323
0.06994,0.96,0.7669275961426684,1.2778378217386035,0.45717781458409884
0.06994,0.97,0.7594759464818663,1.2904930221984359,0.4678016320179839
0.06994,0.98,0.7518986964001422,1.3035946435912458,0.4784785470987027
0.06994,0.99,0.7441971114652093,1.3171558184876124,0.48921062767818846
0.06994,1.0,0.7363726334811302,1.3311899446552709,0.5
0.07993,0.0,1.355296959019334,0.7210054231020122,-0.5
0.07993,0.01,1.3408833353786371,0.7287340201150906,-0.4891376005552671
0.07993,0.02,1.3269317539640428,0.7363549465298821,-0.4783364123164412
0.07993,0.03,1.3134290005578904,0.7438669205511174,-0.46759427806237075
0.07993,0.04,1.3003621408569621,0.7512688170265672,-0.45690909635239946
0.07993,0.05,1.28771850630595,0.7585596685883162,-0.4462788203454418
0.07993,0.06,1.2754856808790316,0.7657386666649334,-0.4357014566298586
0.07993,0.07,1.263651488759245,0.7728051623671585,-0.42517506406269995
0.07993,0.08,1.252203982867942,0.7797586672498686,-0.4146977526169973
0.07993,0.09,1.2411314341989992,0.7865988539532291,-0.40426768223588383
0.07993,0.1,1.2304223219147177,0.7933255567260765,-0.3938830616924099
0.07993,0.11,1.2200653241624322,0.7999387718347072,-0.38354214745401094
0.07993,0.12,1.2100493095728253,0.8064386578603687,-0.3732432425506717
0.07993,0.13,1.2003633294027807,0.8128255358888699,-0.36298469544590234
0.07993,0.14,1.1909966102873637,0.8190998895958262,-0.35276489890972484
0.07993,0.15,1.1819385475671524,0.8252623652311648,-0.34258228889293685
0.07993,0.16,1.1731786991587003,0.8313137715065885,-0.33243534340198494
0.07993,0.17,1.1647067799374047,0.8372550793897923,-0.322322581373847
0.07993,0.18,1.1565126566034456,0.8430874218092818,-0.31224256155038344
0.07993,0.19,1.148586343002821,0.8488120932737101,-0.3021938813516729
0.07993,0.2,1.1409179958767863,0.854430549409691,-0.2921751757479002
0.07993,0.21,1.1334979110142416,0.8599444064220875,-0.2821851161294232
0.07993,0.22,1.126316519782797,0.8653554404807958,-0.27222240917468227
0.07993,0.23,1.1193643860153988,0.8706655870380667,-0.26228579571567046
0.07993,0.24,1.1126322032304858,0.8758769400804015,-0.25237404960071974
0.07993,0.25,1.1061107921647317,0.8809917513190588,-0.24248597655440124
0.07993,0.26,1.0997910985984418,0.8860124293231927,-0.23262041303437225
0.07993,0.27,1.0936641914546823,0.8909415385996093,-0.2227762250850421
0.07993,0.28,1.0877212611541776,0.8957817986231006,-0.21295230718795521
0.07993,0.29,1.0819536182089502,0.9005360828212655,-0.20314758110882689
0.07993,0.3,1.076352692038583,0.9052074175176749,-0.19336099474119148
0.07993,0.31,1.0709100299938528,0.9097989808371812,-0.1835915209466509
0.07993,0.32,1.0656172965733406,0.914314101577106,-0.1738381563917346
0.07993,0.33,1.0604662728194336,0.9187562580479651,-0.16409992038140578
0.07993,0.34,1.0554488558809276,0.9231290768873238,-0.154375853689271
0.07993,0.35000000000000003,1.0505570587301942,0.9274363318502891,-0.14466501738456586
0.07993,0.36,1.0457830100236154,0.9316819425800758,-0.1349664916560097
0.07993,0.37,1.0411189540946797,0.9358699733619978,-0.125279374632642
0.07993,0.38,1.0365572510698104,0.9400046318641675,-0.11560278120175821
0.07993,0.39,1.0320903770976406,0.9440902678681047,-0.10593584182408877
0.07993,0.4,1.0277109246830474,0.9481313719923967,-0.09627770134636596
0.07993,0.41000000000000003,1.0234116031178515,0.9521325744124831,-0.08662751781144523
0.07993,0.42,1.0191852390006206,0.9560986435795908,-0.07698446126614561
0.07993,0.43,1.0150247768385425,0.9600344849417958,-0.06734771256699584
0.07993,0.44,1.0109232797248053,0.9639451396701628,-0.057716462184069894
0.07993,0.45,1.0068739300853835,0.9678357833928914,-0.048089909003107945
0.07993,0.46,1.002870030489536,0.9717117249403957,-0.03846725912612631
0.07993,0.47000000000000003,0.9989050045187182,0.9755784051042584,-0.02884772467071947
0.07993,0.48,0.9949723976889592,0.9794413954130324,-0.019230522568269265
0.07993,0.49,0.9910658784220765,0.9833063969279157,-0.009614873361270898
0.07993,0.5,0.9871792390613978,0.9871792390613979,1.8041124150158794e-15
0.07993,0.51,0.9833063969279157,0.9910658784220767,0.009614873361274562
0.07993,0.52,0.9794413954130324,0.9949723976889595,0.019230522568272984
0.07993,0.53,0.9755784051042583,0.9989050045187184,0.028847724670723135
0.07993,0.54,0.9717117249403955,1.0028700304895362,0.038467259126129805
0.07993,0.55,0.9678357833928912,1.0068739300853837,0.04808990900311161
0.07993,0.56,0.9639451396701626,1.0109232797248058,0.05771646218407356
0.07993,0.5700000000000001,0.9600344849417954,1.015024776838543,0.0673477125669997
0.07993,0.58,0.9560986435795905,1.0191852390006213,0.07698446126614933
0.07993,0.59,0.9521325744124828,1.0234116031178522,0.08662751781144878
0.07993,0.6,0.9481313719923963,1.0277109246830483,0.09627770134636959
0.07993,0.61,0.9440902678681042,1.0320903770976415,0.10593584182409238
0.07993,0.62,0.9400046318641672,1.0365572510698111,0.11560278120176185
0.07993,0.63,0.9358699733619974,1.0411189540946804,0.12527937463264546
0.07993,0.64,0.9316819425800753,1.0457830100236163,0.13496649165601315
0.07993,0.65,0.9274363318502887,1.050557058730195,0.1446650173845692
0.07993,0.66,0.9231290768873234,1.0554488558809283,0.1543758536892745
0.07993,0.67,0.9187562580479648,1.0604662728194343,0.1640999203814092
0.07993,0.68,0.9143141015771057,1.065617296573341,0.1738381563917379
0.07993,0.6900000000000001,0.9097989808371809,1.0709100299938534,0.18359152094665415
0.07993,0.7000000000000001,0.9052074175176745,1.0763526920385837,0.19336099474119464
0.07993,0.71,0.9005360828212652,1.0819536182089509,0.20314758110882994
0.07993,0.72,0.8957817986231004,1.0877212611541782,0.21295230718795824
0.07993,0.73,0.8909415385996091,1.0936641914546827,0.22277622508504505
0.07993,0.74,0.8860124293231927,1.0997910985984423,0.23262041303437514
0.07993,0.75,0.8809917513190588,1.106110792164732,0.242485976554404
0.07993,0.76,0.8758769400804014,1.112632203230486,0.2523740496007225
0.07993,0.77,0.8706655870380668,1.119364386015399,0.2622857957156732
0.07993,0.78,0.865355440480796,1.1263165197827971,0.2722224091746849
0.07993,0.79,0.8599444064220878,1.1334979110142414,0.28218511612942576
0.07993,0.8,0.8544305494096914,1.140917995876786,0.2921751757479026
0.07993,0.81,0.8488120932737105,1.1485863430028207,0.30219388135167524
0.07993,0.8200000000000001,0.8430874218092822,1.156512656603445,0.31224256155038577
0.07993,0.8300000000000001,0.8372550793897928,1.164706779937404,0.32232258137384895
0.07993,0.84,0.8313137715065892,1.1731786991586994,0.33243534340198677
0.07993,0.85,0.8252623652311657,1.1819385475671516,0.34258228889293857
0.07993,0.86,0.8190998895958272,1.1909966102873628,0.3527648989097263
0.07993,0.87,0.8128255358888709,1.2003633294027793,0.3629846954459035
0.07993,0.88,0.80643865786037,1.2100493095728238,0.37324324255067276
0.07993,0.89,0.7999387718347085,1.2200653241624306,0.38354214745401183
0.07993,0.9,0.793325556726078,1.230422321914716,0.39388306169241066
0.07993,0.91,0.7865988539532304,1.2411314341989976,0.4042676822358848
0.07993,0.92,0.7797586672498699,1.2522039828679403,0.4146977526169982
0.07993,0.93,0.7728051623671598,1.2636514887592432,0.42517506406270067
0.07993,0.9400000000000001,0.7657386666649346,1.2754856808790296,0.43570145662985915
0.07993,0.9500000000000001,0.7585596685883177,1.2877185063059478,0.4462788203454421
0.07993,0.96,0.7512688170265687,1.3003621408569597,0.4569090963523997
0.07993,0.97,0.7438669205511188,1.313429000557888,0.46759427806237114
0.07993,0.98,0.7363549465298838,1.3269317539640404,0.4783364123164413
0.07993,0.99,0.7287340201150924,1.3408833353786347,0.48913760055526745
0.07993,1.0,0.7210054231020141,1.3552969590193313,0.5
0.08992000000000001,0.0,1.3772015412698693,0.7072684830455618,-0.5
0.08992000000000001,0.01,1.362440448124788,0.7149094814489236,-0.4890716731009853
0.08992000000000001,0.02,1.348131477638347,0.7224560338580789,-0.47820809593413544
0.08992000000000001,0.03,1.3342615842896606,0.7299070040003419,-0.4674070829742232
0.08992000000000001,0.04,1.320818014945586,0.7372613972182629,-0.45666650216414706
0.08992000000000001,0.05,1.3077882943370436,0.7445183615559043,-0.4459842737390776
0.08992000000000001,0.06,1.2951602114717555,0.75167718874269,-0.43535836906411945
0.08992000000000001,0.07,1.2829218069337458,0.7587373150772524,-0.42478680948402925
0.08992000000000001,0.08,1.2710613610226507,0.7656983222137423,-0.4142676651836326
0.08992000000000001,0.09,1.259567382688402,0.7725599378531074,-0.4037990540576719
0.08992000000000001,0.1,1.2484285992191955,0.7793220363418689,-0.3933791405889166
0.08992000000000001,0.11,1.2376339466428266,0.7859846391809694,-0.3830061347334365
0.08992000000000001,0.12,1.2271725608035218,0.792547915447268,-0.3726782908120337
0.08992000000000001,0.13,1.2170337690782969,0.7990121821302988,-0.3623939064068947
0.08992000000000001,0.14,1.2072070826986527,0.8053779043869062,-0.3521513212626046
0.08992000000000001,0.15,1.1976821896450942,0.8116456957163936,-0.34194891619072465
0.08992000000000001,0.16,1.188448948083536,0.8178163180588253,-0.33178511197721133
0.08992000000000001,0.17,1.1794973803141262,0.8238906818191235,-0.32165836829200706
0.08992000000000001,0.18,1.170817667204429,0.8298698458196094,-0.311567182600194
0.08992000000000001,0.19,1.1624001430802182,0.8357550171836281,-0.30151008907416427
0.08992000000000001,0.2,1.1542352910483864,0.841547551152898,-0.2914856575063015
0.08992000000000001,0.21,1.1463137387276592,0.8472489508412192,-0.2814924922217269
0.08992000000000001,0.22,1.1386262543639272,0.8528608669271593,-0.2715292309907099
0.08992000000000001,0.23,1.1311637433080906,0.8583850972883349,-0.2615945439403805
0.08992000000000001,0.24,1.1239172448353159,0.8638235865798856,-0.25168713246543284
0.08992000000000001,0.25,1.116877929285599,0.8691784257597315,-0.2418057281375396
0.08992000000000001,0.26,1.1100370955064514,0.8744518515631892,-0.23194909161324423
0.08992000000000001,0.27,1.103386168579419,0.8796462459295084,-0.2221160115401218
0.08992000000000001,0.28,1.0969166978130112,0.8847641353828772,-0.21230530346104293
0.08992000000000001,0.29,1.0906203549854245,0.889808190370437,-0.20251580871640054
0.08992000000000001,0.3,1.0844889328212495,0.8947812245598312,-0.1927463933441901
0.08992000000000001,0.31,1.0785143436870928,0.89968619409881,-0.18299594697786134
0.08992000000000001,0.32,1.0726886184917925,0.904526196839405,-0.17326338174188338
0.08992000000000001,0.33,1.0670039057775924,0.9093044715291855,-0.16354763114499585
0.08992000000000001,0.34,1.0614524709893192,0.9140243969721114,-0.1538476489711302
0.08992000000000001,0.35000000000000003,1.0560266959092577,0.9186894911615048,-0.1441624081680152
0.08992000000000001,0.36,1.0507190782460376,0.9233034103876733,-0.13449089973349698
0.08992000000000001,0.37,1.0455222313664494,0.9278699483227372,-0.12483213159962109
0.08992000000000001,0.38,1.0404288841596723,0.9323930350852372,-0.11518512751454091
0.08992000000000001,0.39,1.0354318810239589,0.9368767362871356,-0.10554892592233373
0.08992000000000001,0.4,1.0305241819663404,0.9413252520658588,-0.09592257884081604
0.08992000000000001,0.41000000000000003,1.0256988628064294,0.9457429161040859,-0.08630515073746997
0.08992000000000001,0.42,1.020949115475868,0.9501341946400452,-0.07669571740359071
0.08992000000000001,0.43,1.016268248405448,0.9545036854711526,-0.06709336482679557
0.08992000000000001,0.44,1.0116496869923464,0.9588561169539075,-0.05749718806202064
0.08992000000000001,0.45,1.0070869741403596,0.9631963470030597,-0.04790629010116132
0.08992000000000001,0.46,1.002573770866397,0.9675293620931645,-0.03831978074150594
0.08992000000000001,0.47000000000000003,0.9981038569668786,0.9718602762657689,-0.02873677545312539
0.08992000000000001,0.48,0.9936711317380369,0.9761943301456049,-0.019156394245382485
0.08992000000000001,0.49,0.9892696147444483,0.9805368899693204,-0.009577760532734375
0.08992000000000001,0.5,0.9848934466304419,0.984893446630442,1.8041124150158794e-15
0.08992000000000001,0.51,0.9805368899693201,0.9892696147444484,0.0095777605327379
0.08992000000000001,0.52,0.9761943301456043,0.9936711317380371,0.019156394245386205
0.08992000000000001,0.53,0.9718602762657683,0.9981038569668789,0.028736775453129
0.08992000000000001,0.54,0.9675293620931641,1.0025737708663973,0.03831978074150963
0.08992000000000001,0.55,0.9631963470030593,1.0070869741403599,0.04790629010116498
0.08992000000000001,0.56,0.9588561169539072,1.0116496869923464,0.05749718806202428
0.08992000000000001,0.5700000000000001,0.9545036854711522,1.0162682484054482,0.0670933648267992
0.08992000000000001,0.58,0.9501341946400448,1.0209491154758685,0.0766957174035944
0.08992000000000001,0.59,0.9457429161040856,1.0256988628064299,0.08630515073747344
0.08992000000000001,0.6,0.9413252520658585,1.030524181966341,0.09592257884081981
0.08992000000000001,0.61,0.9368767362871352,1.0354318810239596,0.10554892592233736
0.08992000000000001,0.62,0.9323930350852367,1.0404288841596732,0.11518512751454463
0.08992000000000001,0.63,0.9278699483227367,1.0455222313664503,0.12483213159962461
0.08992000000000001,0.64,0.923303410387673,1.0507190782460383,0.13449089973350034
0.08992000000000001,0.65,0.9186894911615044,1.0560266959092581,0.14416240816801856
0.08992000000000001,0.66,0.914024396972111,1.0614524709893196,0.1538476489711336
0.08992000000000001,0.67,0.9093044715291851,1.0670039057775929,0.16354763114499932
0.08992000000000001,0.68,0.9045261968394049,1.072688618491793,0.17326338174188663
0.08992000000000001,0.6900000000000001,0.8996861940988099,1.0785143436870934,0.18299594697786453
0.08992000000000001,0.7000000000000001,0.8947812245598312,1.0844889328212501,0.19274639334419338
0.08992000000000001,0.71,0.889808190370437,1.0906203549854252,0.20251580871640357
0.08992000000000001,0.72,0.8847641353828772,1.0969166978130118,0.21230530346104576
0.08992000000000001,0.73,0.8796462459295084,1.1033861685794197,0.2221160115401246
0.08992000000000001,0.74,0.874451851563189,1.110037095506452,0.23194909161324714
0.08992000000000001,0.75,0.8691784257597314,1.1168779292855997,0.24180572813754247
0.08992000000000001,0.76,0.8638235865798856,1.1239172448353165,0.25168713246543556
0.08992000000000001,0.77,0.858385097288335,1.131163743308091,0.2615945439403833
0.08992000000000001,0.78,0.8528608669271595,1.1386262543639272,0.27152923099071247
0.08992000000000001,0.79,0.8472489508412192,1.1463137387276587,0.2814924922217294
0.08992000000000001,0.8,0.841547551152898,1.154235291048386,0.2914856575063038
0.08992000000000001,0.81,0.835755017183628,1.1624001430802178,0.30151008907416665
0.08992000000000001,0.8200000000000001,0.8298698458196094,1.1708176672044284,0.31156718260019617
0.08992000000000001,0.8300000000000001,0.8238906818191236,1.1794973803141253,0.3216583682920089
0.08992000000000001,0.84,0.8178163180588254,1.1884489480835352,0.33178511197721317
0.08992000000000001,0.85,0.8116456957163938,1.197682189645093,0.3419489161907262
0.08992000000000001,0.86,0.8053779043869066,1.2072070826986512,0.35215132126260595
0.08992000000000001,0.87,0.7990121821302993,1.2170337690782955,0.36239390640689595
0.08992000000000001,0.88,0.7925479154472687,1.22717256080352,0.37267829081203463
0.08992000000000001,0.89,0.7859846391809701,1.2376339466428246,0.38300613473343736
0.08992000000000001,0.9,0.7793220363418697,1.2484285992191935,0.39337914058891743
0.08992000000000001,0.91,0.7725599378531081,1.2595673826884,0.4037990540576728
0.08992000000000001,0.92,0.7656983222137431,1.2710613610226484,0.4142676651836334
0.08992000000000001,0.93,0.7587373150772531,1.2829218069337436,0.42478680948403014
0.08992000000000001,0.9400000000000001,0.7516771887426908,1.2951602114717529,0.4353583690641199
0.08992000000000001,0.9500000000000001,0.7445183615559053,1.3077882943370407,0.4459842737390779
0.08992000000000001,0.96,0.737261397218264,1.320818014945583,0.45666650216414734
0.08992000000000001,0.97,0.729907004000343,1.3342615842896575,0.4674070829742235
0.08992000000000001,0.98,0.7224560338580801,1.3481314776383437,0.4782080959341356
0.08992000000000001,0.99,0.7149094814489247,1.3624404481247845,0.4890716731009854
0.08992000000000001,1.0,0.707268483045563,1.3772015412698655,0.5
0.09991000000000001,0.0,1.3970837458472687,0.6949571688527105,-0.5
0.09991000000000001,0.01,1.3820050286557777,0.7025181509869641,-0.4890121561709646
0.09991000000000001,0.02,1.3673693900986212,0.7099963254553555,-0.4780922579907462
0.09991000000000001,0.03,1.3531639414406276,0.7173906889782441,-0.46723809410272105
0.09991000000000001,0.04,1.3393760975114717,0.724700367665504,-0.45644750455230776
0.09991000000000001,0.05,1.3259935618762462,0.7319246180557123,-0.44571837961583327
0.09991000000000001,0.06,1.3130043129356175,0.7390628280690243,-0.4350486586452284
0.09991000000000001,0.07,1.3003965909061037,0.746114517875962,-0.4244363289270688
0.09991000000000001,0.08,1.2881588856337864,0.7530793406843374,-0.4138794245545674
0.09991000000000001,0.09,1.2762799251973573,0.7599570834465391,-0.40337602531122524
0.09991000000000001,0.1,1.2647486652588016,0.7667476674893954,-0.3929242555649294
0.09991000000000001,0.11,1.2535542791222478,0.773451149068829,-0.38252228317136827
0.09991000000000001,0.12,1.2426861484636114,0.7800677198514951,-0.3721683183857197
0.09991000000000001,0.13,1.2321338546955847,0.7865977073255924,-0.3618606127816279
0.09991000000000001,0.14,1.221887170934363,0.7930415751430037,-0.3515974581765753
0.09991000000000001,0.15,1.211936054536174,0.7993999233949194,-0.3413771855628028
0.09991000000000001,0.16,1.20227064017328,0.8056734888230652,-0.3311981640430107
0.09991000000000001,0.17,1.1928812334206154,0.8118631449686421,-0.32105879977012225
0.09991000000000001,0.18,1.1837583048256173,0.8179699022610578,-0.3109575348904583
0.09991000000000001,0.19,1.174892484435125,0.8239949080485162,-0.30089284648971587
0.09991000000000001,0.2,1.1662745567544748,0.8299394465725023,-0.290863245541205
0.09991000000000001,0.21,1.1578954561150798,0.835804938888186,-0.28086727585584115
0.09991000000000001,0.22,1.1497462624278947,0.8415929427327458,-0.27090351303343424
0.09991000000000001,0.23,1.1418181973012138,0.8473051523436009,-0.2609705634148697
0.09991000000000001,0.24,1.1341026205022475,0.8529433982285224,-0.2510670630348049
0.09991000000000001,0.25,1.1265910267428594,0.8585096468895849,-0.24119167657455476
0.09991000000000001,0.26,1.1192750427707503,0.8640060005029124,-0.23134309631486988
0.09991000000000001,0.27,1.1121464247482225,0.8694346965561672,-0.2215200410883504
0.09991000000000001,0.28,1.105197055901478,0.8747981074457291,-0.21172125523126867
0.09991000000000001,0.29,1.0984189444241779,0.8800987400355207,-0.2019455075346059
0.09991000000000001,0.3,1.0918042216197301,0.8853392351794397,-0.19219159019413748
0.09991000000000001,0.31,1.0853451402674963,0.8905223672093777,-0.1824583177594307
0.09991000000000001,0.32,1.079034073198766,0.8956510433908235,-0.17274452608163948
0.09991000000000001,0.33,1.0728635120690206,0.9007283033480792,-0.16304907126000975
0.09991000000000001,0.34,1.0668260663136229,0.9057573184611505,-0.15337082858703252
0.09991000000000001,0.35000000000000003,1.0609144622746716,0.9107413912364117,-0.14370869149219725
0.09991000000000001,0.36,1.0551215424873281,0.9156839546532028,-0.1340615704843205
0.09991000000000001,0.37,1.049440265114495,0.9205885714885641,-0.1244283920924501
0.09991000000000001,0.38,1.0438637035192317,0.925458933622389,-0.11480809780534695
0.09991000000000001,0.39,1.0383850459648272,0.9302988613253451,-0.10519964300957996
0.09991000000000001,0.4,1.032997595432917,0.9351123025320021,-0.09560199592626764
0.09991000000000001,0.41000000000000003,1.0276947695505245,0.9399033321016965,-0.08601413654652729
0.09991000000000001,0.42,1.0224701006173404,0.9446761510697719,-0.07643505556569463
0.09991000000000001,0.43,1.0173172357249944,0.9494350858919463,-0.06686375331639188
0.09991000000000001,0.44,1.0122299369604935,0.9541845876846867,-0.057299238700535327
0.09991000000000001,0.45,1.0072020816863871,0.9589292314646084,-0.04774052812037083
0.09991000000000001,0.46,1.0022276628906177,0.9636737153900657,-0.03818664440865277
0.09991000000000001,0.47000000000000003,0.9973007895993588,0.9684228600082663,-0.02863661575806578
0.09991000000000001,0.48,0.992415687346509,0.9731816075114101,-0.019089474650014787
0.09991000000000001,0.49,0.9875666986938336,0.9779550210055501,-0.009544256782899024
0.09991000000000001,0.5,0.9827482837960618,0.9827482837960618,1.8318679906315083e-15
0.09991000000000001,0.51,0.97795502100555,0.9875666986938338,0.009544256782902744
0.09991000000000001,0.52,0.9731816075114099,0.9924156873465091,0.019089474650018534
0.09991000000000001,0.53,0.968422860008266,0.9973007895993588,0.028636615758069445
0.09991000000000001,0.54,0.9636737153900655,1.0022276628906177,0.038186644408656406
0.09991000000000001,0.55,0.9589292314646082,1.007202081686387,0.04774052812037466
0.09991000000000001,0.56,0.9541845876846865,1.012229936960493,0.05729923870053899
0.09991000000000001,0.5700000000000001,0.9494350858919458,1.0173172357249947,0.0668637533163958
0.09991000000000001,0.58,0.9446761510697714,1.0224701006173404,0.07643505556569816
0.09991000000000001,0.59,0.939903332101696,1.0276947695505247,0.08601413654653095
0.09991000000000001,0.6,0.9351123025320015,1.032997595432917,0.09560199592627122
0.09991000000000001,0.61,0.9302988613253445,1.0383850459648274,0.10519964300958357
0.09991000000000001,0.62,0.9254589336223884,1.0438637035192322,0.11480809780535065
0.09991000000000001,0.63,0.9205885714885637,1.0494402651144952,0.1244283920924536
0.09991000000000001,0.64,0.9156839546532026,1.0551215424873284,0.13406157048432413
0.09991000000000001,0.65,0.9107413912364116,1.0609144622746718,0.14370869149220072
0.09991000000000001,0.66,0.9057573184611503,1.0668260663136233,0.15337082858703613
0.09991000000000001,0.67,0.9007283033480791,1.0728635120690206,0.1630490712600131
0.09991000000000001,0.68,0.8956510433908234,1.079034073198766,0.17274452608164279
0.09991000000000001,0.6900000000000001,0.8905223672093777,1.0853451402674965,0.18245831775943416
0.09991000000000001,0.7000000000000001,0.8853392351794399,1.0918042216197303,0.19219159019414075
0.09991000000000001,0.71,0.8800987400355208,1.0984189444241779,0.20194550753460894
0.09991000000000001,0.72,0.8747981074457292,1.1051970559014783,0.2117212552312718
0.09991000000000001,0.73,0.8694346965561675,1.1121464247482225,0.22152004108835338
0.09991000000000001,0.74,0.8640060005029125,1.11927504277075,0.23134309631487282
0.09991000000000001,0.75,0.8585096468895849,1.1265910267428592,0.24119167657455762
0.09991000000000001,0.76,0.8529433982285224,1.1341026205022473,0.25106706303480775
0.09991000000000001,0.77,0.8473051523436008,1.1418181973012136,0.26097056341487246
0.09991000000000001,0.78,0.8415929427327458,1.1497462624278945,0.27090351303343685
0.09991000000000001,0.79,0.8358049388881861,1.1578954561150794,0.2808672758558436
0.09991000000000001,0.8,0.8299394465725025,1.1662745567544741,0.29086324554120746
0.09991000000000001,0.81,0.8239949080485166,1.1748924844351243,0.30089284648971804
0.09991000000000001,0.8200000000000001,0.8179699022610584,1.1837583048256166,0.31095753489046046
0.09991000000000001,0.8300000000000001,0.8118631449686428,1.1928812334206145,0.3210587997701242
0.09991000000000001,0.84,0.805673488823066,1.2022706401732786,0.3311981640430124
0.09991000000000001,0.85,0.7993999233949202,1.2119360545361724,0.3413771855628043
0.09991000000000001,0.86,0.7930415751430046,1.221887170934361,0.3515974581765766
0.09991000000000001,0.87,0.7865977073255933,1.2321338546955825,0.3618606127816292
0.09991000000000001,0.88,0.7800677198514963,1.242686148463609,0.37216831838572073
0.09991000000000001,0.89,0.7734511490688301,1.2535542791222456,0.3825222831713694
0.09991000000000001,0.9,0.7667476674893966,1.264748665258799,0.39292425556493016
0.09991000000000001,0.91,0.7599570834465401,1.2762799251973547,0.4033760253112262
0.09991000000000001,0.92,0.7530793406843382,1.2881588856337836,0.4138794245545683
0.09991000000000001,0.93,0.746114517875963,1.3003965909061006,0.4244363289270695
0.09991000000000001,0.9400000000000001,0.7390628280690256,1.3130043129356141,0.43504865864522885
0.09991000000000001,0.9500000000000001,0.7319246180557137,1.3259935618762424,0.44571837961583355
0.09991000000000001,0.96,0.7247003676655055,1.3393760975114675,0.4564475045523082
0.09991000000000001,0.97,0.7173906889782455,1.3531639414406236,0.4672380941027214
0.09991000000000001,0.98,0.709996325455357,1.3673693900986172,0.47809225799074623
0.09991000000000001,0.99,0.7025181509869657,1.3820050286557737,0.48901215617096466
0.09991000000000001,1.0,0.6949571688527122,1.3970837458472645,0.5
0.10990000000000001,0.0,1.4151114478840723,0.6839041908940339,-0.5
0.10990000000000001,0.01,1.3997428705459336,0.6913921173535189,-0.48895842782160714
0.10990000000000001,0.02,1.3848091423817794,0.6988075613352446,-0.4779876879736777
0.10990000000000001,0.03,1.3702975201263214,0.7061496414181702,-0.46708554556146753
0.10990000000000001,0.04,1.3561955742711103,0.7134175952342112,-0.45624981523897057
0.10990000000000001,0.05,1.3424911739593774,0.7206107804643657,-0.4454783600422007
