t,x,cp,cn,phi
0.029980000000000003,0.96,0.8533943938986206,1.1619030667960706,0.4585738083947702
0.029980000000000003,0.97,0.8457856367050802,1.1724278107251267,0.4688794621999205
0.029980000000000003,0.98,0.837941100566933,1.1834684951652796,0.47921777367892315
0.029980000000000003,0.99,0.82986260149992,1.1950401400172006,0.48959063129191327
0.029980000000000003,1.0,0.821552448413229,1.2071577763434163,0.5
0.039970000000000006,0.0,1.2432569714600674,0.7954678074272857,-0.5
0.039970000000000006,0.01,1.2305852013777907,0.8036386997081988,-0.4894804539470031
0.039970000000000006,0.02,1.2184312734223357,0.8116186055870641,-0.47900359677904214
0.039970000000000006,0.03,1.206780913776039,0.8194054784196104,-0.46856741515722017
0.039970000000000006,0.04,1.1956200001139081,0.8269975992986509,-0.4581699654082551
0.039970000000000006,0.05,1.1849345534571694,0.8343935787154779,-0.44780937228408846
0.039970000000000006,0.06,1.1747107316273273,0.8415923572396786,-0.43748382770287203
0.039970000000000006,0.07,1.164934824195943,0.8485932052212373,-0.4271915894706067
0.039970000000000006,0.08,1.1555932488224392,0.8553957215254983,-0.41693097998295864
0.039970000000000006,0.09,1.1466725488697707,0.8619998313182204,-0.40670038490702026
0.039970000000000006,0.1,1.1381593921858397,0.8684057829245249,-0.39649825184298876
0.039970000000000006,0.11,1.130040570937152,0.8746141437919127,-0.38632308896596923
0.039970000000000006,0.12,1.1223030023803846,0.8806257955937188,-0.37617346364827603
0.039970000000000006,0.13,1.114933730457389,0.8864419285152529,-0.36604800106281443
0.039970000000000006,0.14,1.1079199280996306,0.8920640347704716,-0.35594538276826504
0.039970000000000006,0.15,1.101248900129219,0.897493901402217,-0.3458643452769537
0.039970000000000006,0.16,1.0949080866455234,0.9027336024238614,-0.33580367860642135
0.039970000000000006,0.17,1.0888850667888805,0.9077854903645187,-0.3257622248158166
0.039970000000000006,0.18,1.0831675627760617,0.9126521872838381,-0.31573887652833565
0.039970000000000006,0.19,1.0777434441060016,0.9173365753256975,-0.30573257544101284
0.039970000000000006,0.2,1.0726007318387163,0.9218417868828903,-0.29574231082322794
0.039970000000000006,0.21,1.0677276028553748,0.9261711944470764,-0.2857671180053465
0.039970000000000006,0.22,1.063112394013055,0.9303284002198701,-0.2758060768589298
0.039970000000000006,0.23,1.0587436061137914,0.9343172255619229,-0.26585831026997686
0.039970000000000006,0.24,1.0546099076140583,0.9381417003572408,-0.2559229826066463
0.039970000000000006,0.25,1.0507001380077483,0.9418060523697337,-0.2459992981828979
0.039970000000000006,0.26,1.0470033108229861,0.9453146966681504,-0.23608649971945572
0.039970000000000006,0.27,1.0435086161806504,0.9486722251941072,-0.2261838668034519
0.039970000000000006,0.28,1.0402054228702537,0.9518833965458744,-0.21629071434804975
0.039970000000000006,0.29,1.0370832799067384,0.9549531260479823,-0.20640639105328126
0.039970000000000006,0.3,1.0341319175397414,0.9578864761735641,-0.19653027786924057
0.039970000000000006,0.31,1.0313412476949215,0.9606886473826691,-0.1866617864627014
0.039970000000000006,0.32,1.0287013638348985,0.9633649694356394,-0.17680035768811297
0.039970000000000006,0.33,1.0262025402352408,0.9659208932360333,-0.1669454600638329
0.039970000000000006,0.34,1.0238352306786316,0.9683619832525601,-0.15709658825434034
0.039970000000000006,0.35000000000000003,1.0215900665778224,0.9706939105641182,-0.14725326155905702
0.039970000000000006,0.36,1.019457854545162,0.9729224465663198,-0.13741502240828263
0.039970000000000006,0.37,1.0174295734333443,0.9750534573719052,-0.12758143486663337
0.039970000000000006,0.38,1.0154963708784723,0.9770928989312581,-0.11775208314424424
0.039970000000000006,0.39,1.013649559382569,0.9790468128928489,-0.10792657011588164
0.039970000000000006,0.4,1.0118806119781945,0.9809213232169497,-0.09810451584798283
0.039970000000000006,0.41000000000000003,1.01018115752289,0.9827226335493973,-0.0882855561335334
0.039970000000000006,0.42,1.0085429756756288,0.9844570253556182,-0.07846934103456499
0.039970000000000006,0.43,1.006957991611384,0.9861308568085954,-0.06865553343196784
0.039970000000000006,0.44,1.0054182705332328,0.9877505624180246,-0.05884380758219099
0.039970000000000006,0.45,1.0039160120441142,0.9893226533816312,-0.04903384768032176
0.039970000000000006,0.46,1.0024435444424264,0.9908537186335227,-0.03922534642894543
0.039970000000000006,0.47000000000000003,1.0009933190070919,0.9923504265586335,-0.029418003612107696
0.039970000000000006,0.48,0.9995579043384946,0.993819527336775,-0.01961152467363611
0.039970000000000006,0.49,0.9981299808218627,0.995267855874625,-0.009805619299019713
0.039970000000000006,0.5,0.9967023352791817,0.9967023352791826,1.7763568394002505e-15
0.039970000000000006,0.51,0.995267855874624,0.9981299808218635,0.00980561929902335
0.039970000000000006,0.52,0.993819527336774,0.9995579043384953,0.019611524673639635
0.039970000000000006,0.53,0.9923504265586323,1.0009933190070925,0.02941800361211122
0.039970000000000006,0.54,0.9908537186335213,1.0024435444424273,0.03922534642894915
0.039970000000000006,0.55,0.9893226533816298,1.003916012044115,0.04903384768032537
0.039970000000000006,0.56,0.9877505624180233,1.005418270533234,0.058843807582194596
0.039970000000000006,0.5700000000000001,0.9861308568085939,1.006957991611385,0.06865553343197156
0.039970000000000006,0.58,0.9844570253556169,1.00854297567563,0.07846934103456862
0.039970000000000006,0.59,0.982722633549396,1.010181157522891,0.08828555613353697
0.039970000000000006,0.6,0.9809213232169486,1.0118806119781956,0.09810451584798655
0.039970000000000006,0.61,0.9790468128928479,1.0136495593825703,0.10792657011588508
0.039970000000000006,0.62,0.9770928989312572,1.0154963708784737,0.11775208314424779
0.039970000000000006,0.63,0.9750534573719044,1.0174295734333456,0.12758143486663684
0.039970000000000006,0.64,0.9729224465663191,1.0194578545451636,0.13741502240828618
0.039970000000000006,0.65,0.9706939105641176,1.021590066577824,0.14725326155906032
0.039970000000000006,0.66,0.9683619832525592,1.0238352306786331,0.15709658825434358
0.039970000000000006,0.67,0.9659208932360325,1.0262025402352422,0.16694546006383604
0.039970000000000006,0.68,0.9633649694356385,1.0287013638348999,0.17680035768811633
0.039970000000000006,0.6900000000000001,0.9606886473826682,1.0313412476949226,0.18666178646270476
0.039970000000000006,0.7000000000000001,0.9578864761735633,1.0341319175397423,0.19653027786924385
0.039970000000000006,0.71,0.9549531260479815,1.0370832799067393,0.20640639105328432
0.039970000000000006,0.72,0.9518833965458737,1.0402054228702546,0.21629071434805278
0.039970000000000006,0.73,0.9486722251941068,1.043508616180651,0.22618386680345465
0.039970000000000006,0.74,0.9453146966681496,1.0470033108229866,0.23608649971945878
0.039970000000000006,0.75,0.9418060523697329,1.0507001380077485,0.2459992981829008
0.039970000000000006,0.76,0.9381417003572402,1.0546099076140583,0.25592298260664903
0.039970000000000006,0.77,0.9343172255619223,1.0587436061137914,0.26585831026997947
0.039970000000000006,0.78,0.9303284002198694,1.063112394013055,0.2758060768589323
0.039970000000000006,0.79,0.926171194447076,1.0677276028553746,0.2857671180053489
0.039970000000000006,0.8,0.9218417868828899,1.0726007318387156,0.2957423108232303
0.039970000000000006,0.81,0.9173365753256971,1.077743444106001,0.30573257544101506
0.039970000000000006,0.8200000000000001,0.9126521872838378,1.083167562776061,0.31573887652833793
0.039970000000000006,0.8300000000000001,0.9077854903645187,1.0888850667888794,0.32576222481581857
0.039970000000000006,0.84,0.9027336024238616,1.094908086645522,0.335803678606423
0.039970000000000006,0.85,0.8974939014022175,1.1012489001292174,0.3458643452769552
0.039970000000000006,0.86,0.8920640347704721,1.107919928099629,0.3559453827682665
0.039970000000000006,0.87,0.8864419285152536,1.1149337304573872,0.3660480010628158
0.039970000000000006,0.88,0.8806257955937197,1.1223030023803824,0.376173463648277
0.039970000000000006,0.89,0.8746141437919137,1.1300405709371497,0.38632308896597
0.039970000000000006,0.9,0.8684057829245257,1.1381593921858373,0.39649825184298976
0.039970000000000006,0.91,0.8619998313182213,1.146672548869768,0.406700384907021
0.039970000000000006,0.92,0.8553957215254993,1.1555932488224367,0.4169309799829595
0.039970000000000006,0.93,0.8485932052212385,1.1649348241959403,0.4271915894706073
0.039970000000000006,0.9400000000000001,0.8415923572396798,1.1747107316273242,0.4374838277028727
0.039970000000000006,0.9500000000000001,0.8343935787154794,1.184934553457166,0.44780937228408885
0.039970000000000006,0.96,0.8269975992986524,1.1956200001139043,0.4581699654082553
0.039970000000000006,0.97,0.8194054784196118,1.2067809137760355,0.4685674151572204
0.039970000000000006,0.98,0.8116186055870656,1.2184312734223322,0.47900359677904236
0.039970000000000006,0.99,0.8036386997082002,1.2305852013777872,0.48948045394700346
0.039970000000000006,1.0,0.7954678074272873,1.2432569714600634,0.5
0.049960000000000004,0.0,1.2755015790162452,0.7731470348355285,-0.5
0.049960000000000004,0.01,1.2623335154653175,0.7811915450261512,-0.4893811364706444
0.049960000000000004,0.02,1.2496648494601144,0.7890734162030186,-0.47881038202564946
0.049960000000000004,0.03,1.2374817100238897,0.7967908297973193,-0.4682856816505952
0.049960000000000004,0.04,1.22577043996287,0.8043422154216874,-0.4578050453335024
0.049960000000000004,0.05,1.2145175844083878,0.8117262523254827,-0.4473665468561324
0.049960000000000004,0.06,1.203709880554418,0.8189418703616984,-0.4369683225805441
0.049960000000000004,0.07,1.1933342485198062,0.8259882504684698,-0.4266085702297912
0.049960000000000004,0.08,1.1833777832649022,0.8328648246707836,-0.41628554766178955
0.049960000000000004,0.09,1.173827747492813,0.8395712756105906,-0.4059975716355542
0.049960000000000004,0.1,1.1646715654660547,0.846107535616102,-0.3957430165691394
0.049960000000000004,0.11,1.1558968176701045,0.8524737853235652,-0.38552031328875813
0.049960000000000004,0.12,1.1474912362561998,0.8586704518672634,-0.3753279477686858
0.049960000000000004,0.13,1.1394427011967616,0.8646982066558272,-0.3651644598616731
0.049960000000000004,0.14,1.1317392370880361,0.8705579627551877,-0.3550284420197075
0.049960000000000004,0.15,1.1243690105359454,0.876250871900606,-0.3449185380050667
0.049960000000000004,0.16,1.1173203280627706,0.8817783211621687,-0.33483344159169787
0.049960000000000004,0.17,1.1105816344741224,0.8871419292899371,-0.3247718952570532
0.049960000000000004,0.18,1.1041415116276987,0.8923435427665466,-0.3147326888645813
0.049960000000000004,0.19,1.0979886775475909,0.8973852315964851,-0.3047146583371459
0.049960000000000004,0.2,1.0921119858303863,0.9022692848624859,-0.2947166843217081
0.049960000000000004,0.21,1.086500425291967,0.9069982060804866,-0.2847376908456539
0.049960000000000004,0.22,1.0811431198067816,0.9115747083853785,-0.27477664396520163
0.049960000000000004,0.23,1.0760293282943996,0.9160017095803249,-0.2648325504063499
0.049960000000000004,0.24,1.0711484448113542,0.9202823270827465,-0.25490445619886537
0.049960000000000004,0.25,1.0664899987096164,0.9244198728001433,-0.2449914453038211
0.049960000000000004,0.26,1.0620436548264998,0.928417847968765,-0.23509263823521898
0.049960000000000004,0.27,1.0577992136743524,0.9322799379877439,-0.22520719067622683
0.049960000000000004,0.28,1.0537466116020184,0.936010007280659,-0.21533429209056942
0.049960000000000004,0.29,1.049875920903731,0.9396120942156406,-0.20547316432960613
0.049960000000000004,0.3,1.0461773498547984,0.9430904061140282,-0.19562306023560574
0.049960000000000004,0.31,1.0426412426571525,0.9464493143762779,-0.1857832622417336
0.049960000000000004,0.32,1.0392580792814854,0.9496933497523113,-0.17595308096922319
0.049960000000000004,0.33,1.0360184751963362,0.9528271977817748,-0.16613185382219384
0.049960000000000004,0.34,1.0329131809780168,0.9558556944277922,-0.1563189435805463
0.049960000000000004,0.35000000000000003,1.0299330817986916,0.9587838219257384,-0.14651373699132667
0.049960000000000004,0.36,1.0270691967932493,0.9616167048663522,-0.136715643358931
0.049960000000000004,0.37,1.0243126783087304,0.9643596065301738,-0.12692409313447384
0.049960000000000004,0.38,1.0216548110430705,0.9670179254878505,-0.11713853650461153
0.049960000000000004,0.39,1.0190870110826888,0.9695971924783097,-0.1073584419800801
0.049960000000000004,0.4,1.0166008248510183,0.9721030675742085,-0.09758329498415555
0.049960000000000004,0.41000000000000003,1.0141879279824217,0.9745413376414063,-0.08781259644122208
0.049960000000000004,0.42,1.0118401241380157,0.9769179140965475,-0.07804586136558406
0.049960000000000004,0.43,1.0095493437817666,0.9792388309641621,-0.06828261745063019
0.049960000000000004,0.44,1.007307642936791,0.9815102432320472,-0.058522403658421096
0.049960000000000004,0.45,1.0051072019430727,0.9837384255010998,-0.04876476880973951
0.049960000000000004,0.46,1.002940324238825,0.9859297709232343,-0.03900927017461431
0.049960000000000004,0.47000000000000003,1.0007994351884433,0.9880907904185957,-0.029255472063300175
0.049960000000000004,0.48,0.9986770809804256,0.9902281121609587,-0.019502944417678997
0.049960000000000004,0.49,0.9965659276187888,0.9923484813180332,-0.009751261403014716
0.049960000000000004,0.5,0.9944587600313758,0.9944587600313768,1.8041124150158794e-15
0.049960000000000004,0.51,0.9923484813180321,0.9965659276187899,0.009751261403018519
0.049960000000000004,0.52,0.9902281121609577,0.9986770809804267,0.019502944417682577
0.049960000000000004,0.53,0.9880907904185946,1.0007994351884444,0.029255472063303922
0.049960000000000004,0.54,0.9859297709232332,1.002940324238826,0.039009270174617916
0.049960000000000004,0.55,0.9837384255010988,1.0051072019430738,0.04876476880974326
0.049960000000000004,0.56,0.9815102432320463,1.007307642936792,0.058522403658424677
0.049960000000000004,0.5700000000000001,0.9792388309641611,1.0095493437817675,0.06828261745063374
0.049960000000000004,0.58,0.9769179140965465,1.0118401241380166,0.07804586136558767
0.049960000000000004,0.59,0.9745413376414052,1.0141879279824226,0.08781259644122569
0.049960000000000004,0.6,0.9721030675742074,1.0166008248510192,0.09758329498415905
0.049960000000000004,0.61,0.9695971924783086,1.0190870110826897,0.1073584419800836
0.049960000000000004,0.62,0.9670179254878494,1.0216548110430717,0.11713853650461512
0.049960000000000004,0.63,0.9643596065301727,1.0243126783087313,0.12692409313447733
0.049960000000000004,0.64,0.961616704866351,1.0270691967932504,0.13671564335893455
0.049960000000000004,0.65,0.9587838219257373,1.0299330817986925,0.14651373699133
0.049960000000000004,0.66,0.9558556944277911,1.0329131809780174,0.15631894358054954
0.049960000000000004,0.67,0.9528271977817737,1.036018475196337,0.1661318538221972
0.049960000000000004,0.68,0.9496933497523102,1.0392580792814858,0.17595308096922635
0.049960000000000004,0.6900000000000001,0.9464493143762769,1.0426412426571532,0.18578326224173697
0.049960000000000004,0.7000000000000001,0.9430904061140273,1.0461773498547993,0.19562306023560894
0.049960000000000004,0.71,0.93961209421564,1.0498759209037314,0.20547316432960916
0.049960000000000004,0.72,0.9360100072806582,1.0537466116020187,0.21533429209057264
0.049960000000000004,0.73,0.9322799379877432,1.0577992136743526,0.22520719067622968
0.049960000000000004,0.74,0.9284178479687644,1.0620436548264998,0.23509263823522206
0.049960000000000004,0.75,0.9244198728001425,1.0664899987096164,0.24499144530382405
0.049960000000000004,0.76,0.9202823270827459,1.0711484448113542,0.25490445619886815
0.049960000000000004,0.77,0.9160017095803243,1.0760293282943993,0.2648325504063526
0.049960000000000004,0.78,0.9115747083853781,1.0811431198067811,0.27477664396520424
0.049960000000000004,0.79,0.9069982060804865,1.0865004252919666,0.2847376908456564
0.049960000000000004,0.8,0.9022692848624859,1.0921119858303856,0.29471668432171044
0.049960000000000004,0.81,0.8973852315964851,1.0979886775475904,0.3047146583371483
0.049960000000000004,0.8200000000000001,0.8923435427665467,1.104141511627698,0.31473268886458344
0.049960000000000004,0.8300000000000001,0.8871419292899373,1.1105816344741217,0.32477189525705513
0.049960000000000004,0.84,0.881778321162169,1.1173203280627695,0.33483344159169953
0.049960000000000004,0.85,0.8762508719006064,1.124369010535944,0.34491853800506833
0.049960000000000004,0.86,0.8705579627551883,1.1317392370880348,0.35502844201970907
0.049960000000000004,0.87,0.8646982066558281,1.1394427011967598,0.36516445986167423
0.049960000000000004,0.88,0.8586704518672647,1.1474912362561978,0.37532794776868683
0.049960000000000004,0.89,0.8524737853235664,1.1558968176701025,0.38552031328875913
0.049960000000000004,0.9,0.8461075356161033,1.1646715654660524,0.3957430165691403
0.049960000000000004,0.91,0.839571275610592,1.1738277474928107,0.4059975716355551
0.049960000000000004,0.92,0.8328648246707848,1.1833777832648997,0.4162855476617904
0.049960000000000004,0.93,0.825988250468471,1.193334248519804,0.42660857022979193
0.049960000000000004,0.9400000000000001,0.8189418703616997,1.2037098805544157,0.43696832258054463
0.049960000000000004,0.9500000000000001,0.8117262523254841,1.2145175844083849,0.4473665468561327
0.049960000000000004,0.96,0.8043422154216888,1.225770439962867,0.45780504533350286
0.049960000000000004,0.97,0.7967908297973209,1.2374817100238866,0.46828568165059553
0.049960000000000004,0.98,0.7890734162030202,1.2496648494601112,0.47881038202564974
0.049960000000000004,0.99,0.781191545026153,1.262333515465314,0.48938113647064446
0.049960000000000004,1.0,0.7731470348355303,1.2755015790162412,0.5
0.05995,0.0,1.3046776594479261,0.7536325847968341,-0.5
0.05995,0.01,1.2910575593161804,0.7615620389736997,-0.4892915203838753
0.05995,0.02,1.2779225985469278,0.7693506966734132,-0.47863598573632593
0.05995,0.03,1.2652591706455572,0.776996938678641,-0.4680313037310507
0.05995,0.04,1.253053914664492,0.7844993498250047,-0.4574754434398658
0.05995,0.05,1.2412937022641015,0.7918567203104742,-0.44696643413811465
0.05995,0.06,1.229965625809707,0.7990680467285225,-0.4365023641128015
0.05995,0.07,1.219056987447335,0.8061325328279224,-0.42608137947214475
0.05995,0.08,1.2085552891026494,0.8130495900031126,-0.4157016829553907
0.05995,0.09,1.1984482233491698,0.819818837520105,-0.405361532741835
0.05995,0.1,1.18872366509351,0.8264401024839368,-0.3950592412581169
0.05995,0.11,1.1793696640269458,0.8329134195546756,-0.3847931739829553
0.05995,0.12,1.1703744377941576,0.8392390304199623,-0.3745617482486069
0.05995,0.13,1.1617263658315369,0.8454173830330151,-0.3643634320384101
0.05995,0.14,1.1534139838289714,0.8514491306259088,-0.3541967427798779
0.05995,0.15,1.1454259787705736,0.8573351305087902,-0.3440602461328833
0.05995,0.16,1.1377511845113895,0.8630764426664685,-0.33395255477256547
0.05995,0.17,1.1303785778487114,0.868674328164543,-0.3238723271666479
0.05995,0.18,1.1232972750482624,0.8741302473778765,-0.31381826634694276
0.05995,0.19,1.1164965287871793,0.8794458580548014,-0.30378911867486835
0.05995,0.2,1.1099657254774387,0.8846230132309373,-0.2937836726008649
0.05995,0.21,1.1036943829351165,0.8896637590069097,-0.2838007574176553
0.05995,0.22,1.097672148362665,0.8945703322045871,-0.27383924200733883
0.05995,0.23,1.0918887966132105,0.8993451579166842,-0.26389803358234576
0.05995,0.24,1.086334228707743,0.9039908469647259,-0.2539760764203311
0.05995,0.25,1.080998470577951,0.90851019328041,-0.24407235059311266
0.05995,0.26,1.075871672009358,0.9129061712253722,-0.2341858706897848
0.05995,0.27,1.0709441057613562,0.917181932864209,-0.22431568453417597
0.05995,0.28,1.0662061668426384,0.9213408052053915,-0.21446087189683233
0.05995,0.29,1.0616483719224885,0.9253862874243797,-0.2046205432017327
0.05995,0.3,1.057261358860278,0.9293220480828376,-0.19479383822795146
0.05995,0.31,1.053035886337441,0.9331519223573574,-0.18497992480650302
0.05995,0.32,1.0489628335780523,0.936879909290525,-0.1751779975126081
0.05995,0.33,1.0450332001459772,0.9405101690765079,-0.16538727635362574
0.05995,0.34,1.041238105808334,0.9440470203926287,-0.15560700545290793
0.05995,0.35000000000000003,1.037568790456747,0.9474949377875963,-0.14583645172982487
0.05995,0.36,1.0340166140795168,0.9508585491362277,-0.1360749035762181
0.05995,0.37,1.0305730567794262,0.9541426331696002,-0.12632166952952928
0.05995,0.38,1.0272297188333919,0.9573521170886337,-0.11657607694285899
0.05995,0.39,1.023978320791587,0.9604920742681375,-0.10683747065219534
0.05995,0.4,1.0208107036149634,0.9635677220573595,-0.09710521164105282
0.05995,0.41000000000000003,1.0177188288513082,0.9665844196820658,-0.08737867570275687
0.05995,0.42,1.0146947788510559,0.9695476662521589,-0.07765725210060259
0.05995,0.43,1.0117307570250604,0.9724630988778372,-0.06794034222610135
0.05995,0.44,1.0088190881473857,0.9753364908962862,-0.05822735825554004
0.05995,0.45,1.0059522187068983,0.9781737502099269,-0.04851772180505076
0.05995,0.46,1.0031227173120651,0.9809809177362954,-0.03881086258439792
0.05995,0.47000000000000003,1.000323275153831,0.9837641659687275,-0.029106217049676836
0.05995,0.48,0.9975467065318139,0.986529797646176,-0.019403227055113464
0.05995,0.49,0.9947859494492743,0.9892842445296984,-0.009701338504149198
0.05995,0.5,0.9920340662824353,0.9920340662824366,1.7486012637846216e-15
0.05995,0.51,0.9892842445296971,0.9947859494492758,0.00970133850415289
0.05995,0.52,0.9865297976461749,0.9975467065318151,0.01940322705511685
0.05995,0.53,0.9837641659687262,1.0003232751538325,0.029106217049680555
0.05995,0.54,0.9809809177362941,1.0031227173120665,0.0388108625844015
0.05995,0.55,0.9781737502099258,1.0059522187068997,0.048517721805054315
0.05995,0.56,0.9753364908962852,1.0088190881473873,0.058227358255543704
0.05995,0.5700000000000001,0.9724630988778363,1.0117307570250618,0.06794034222610495
0.05995,0.58,0.969547666252158,1.0146947788510567,0.07765725210060603
0.05995,0.59,0.9665844196820648,1.017718828851309,0.0873786757027605
0.05995,0.6,0.9635677220573586,1.0208107036149643,0.0971052116410562
0.05995,0.61,0.9604920742681364,1.023978320791588,0.10683747065219901
0.05995,0.62,0.9573521170886327,1.027229718833393,0.11657607694286257
0.05995,0.63,0.9541426331695991,1.0305730567794273,0.12632166952953264
0.05995,0.64,0.9508585491362266,1.0340166140795177,0.13607490357622143
0.05995,0.65,0.9474949377875953,1.0375687904567477,0.14583645172982834
0.05995,0.66,0.9440470203926278,1.0412381058083349,0.15560700545291117
0.05995,0.67,0.9405101690765071,1.045033200145978,0.165387276353629
0.05995,0.68,0.9368799092905241,1.0489628335780532,0.17517799751261134
0.05995,0.6900000000000001,0.9331519223573567,1.0530358863374418,0.18497992480650632
0.05995,0.7000000000000001,0.9293220480828369,1.0572613588602786,0.19479383822795443
0.05995,0.71,0.9253862874243791,1.0616483719224892,0.20462054320173573
0.05995,0.72,0.9213408052053911,1.066206166842639,0.21446087189683535
0.05995,0.73,0.9171819328642087,1.0709441057613567,0.22431568453417897
0.05995,0.74,0.912906171225372,1.0758716720093588,0.23418587068978777
0.05995,0.75,0.9085101932804099,1.0809984705779516,0.24407235059311552
0.05995,0.76,0.903990846964726,1.0863342287077438,0.2539760764203338
0.05995,0.77,0.8993451579166845,1.0918887966132111,0.2638980335823482
0.05995,0.78,0.8945703322045873,1.0976721483626655,0.2738392420073415
0.05995,0.79,0.8896637590069097,1.103694382935117,0.2838007574176579
0.05995,0.8,0.8846230132309374,1.1099657254774389,0.2937836726008671
0.05995,0.81,0.8794458580548015,1.1164965287871795,0.3037891186748706
0.05995,0.8200000000000001,0.8741302473778767,1.1232972750482626,0.31381826634694493
0.05995,0.8300000000000001,0.8686743281645435,1.1303785778487112,0.3238723271666497
0.05995,0.84,0.863076442666469,1.137751184511389,0.33395255477256724
0.05995,0.85,0.8573351305087907,1.145425978770573,0.344060246132885
0.05995,0.86,0.8514491306259094,1.1534139838289708,0.35419674277987917
0.05995,0.87,0.845417383033016,1.161726365831536,0.3643634320384113
0.05995,0.88,0.8392390304199634,1.170374437794156,0.37456174824860783
0.05995,0.89,0.8329134195546768,1.179369664026944,0.3847931739829561
0.05995,0.9,0.8264401024839381,1.188723665093508,0.3950592412581177
0.05995,0.91,0.8198188375201063,1.198448223349168,0.405361532741836
0.05995,0.92,0.8130495900031139,1.2085552891026476,0.41570168295539145
0.05995,0.93,0.8061325328279239,1.2190569874473332,0.4260813794721454
0.05995,0.9400000000000001,0.799068046728524,1.2299656258097047,0.43650236411280213
0.05995,0.9500000000000001,0.7918567203104759,1.241293702264099,0.44696643413811515
0.05995,0.96,0.7844993498250065,1.2530539146644895,0.45747544343986596
0.05995,0.97,0.7769969386786427,1.2652591706455547,0.468031303731051
0.05995,0.98,0.769350696673415,1.2779225985469254,0.47863598573632615
0.05995,0.99,0.7615620389737016,1.2910575593161777,0.48929152038387547
0.05995,1.0,0.753632584796836,1.3046776594479237,0.5
0.06994,0.0,1.331189944655274,0.7363726334811285,-0.5
0.06994,0.01,1.3171558184876153,0.7441971114652076,-0.4892106276781884
0.06994,0.02,1.3035946435912487,0.7518986964001405,-0.4784785470987025
0.06994,0.03,1.2904930221984385,0.7594759464818648,-0.4678016320179836
0.06994,0.04,1.2778378217386062,0.7669275961426668,-0.4571778145840985
0.06994,0.05,1.2656161611431036,0.7742525572625705,-0.446605084150032
0.06994,0.06,1.2538153981235072,0.7814499202026702,-0.436081486094382
0.06994,0.07,1.2424231173712252,0.7885189546631857,-0.42560512064808115
0.06994,0.08,1.2314271196285533,0.795459110369425,-0.41517414172587624
0.06994,0.09,1.2208154115835037,0.8022700175892472,-0.4047867557614108
0.06994,0.1,1.2105761965427735,0.8089514874860216,-0.39444122054483904
0.06994,0.11,1.2006978658391667,0.8155035123114541,-0.38413584406201373
0.06994,0.12,1.1911689909316079,0.8219262654430377,-0.3738689833343608
0.06994,0.13,1.1819783161576451,0.8282201012712286,-0.3636390432586532
0.06994,0.14,1.173114752100004,0.8343855549417962,-0.35344447544596613
0.06994,0.15,1.1645673695303667,0.8404233419591031,-0.3432837770591797
0.06994,0.16,1.156325393895107,0.8463343576563683,-0.3331554896484611
0.06994,0.17,1.1483782003092147,0.8521196765392349,-0.3230581979842286
0.06994,0.18,1.1407153090261093,0.8577805515091984,-0.31299052888716306
0.06994,0.19,1.1333263813524874,0.8633184129736682,-0.30295115005488954
0.06994,0.2,1.1262012159787382,0.8687348678496091,-0.29293876888501497
0.06994,0.21,1.1193297456968487,0.874031698467863,-0.2829521312942459
0.06994,0.22,1.11270203447908,0.8792108613853613,-0.27299002053337773
0.06994,0.23,1.1063082748920232,0.884274486112524,-0.2630512559979745
0.06994,0.24,1.1001387858219709,0.8892248737631852,-0.2531346920346126
0.06994,0.25,1.0941840104888314,0.8940644956343994,-0.2432392167425933
0.06994,0.26,1.0884345147271013,0.8987959917234603,-0.23336375077106986
0.06994,0.27,1.0828809855136614,0.9034221691894065,-0.22350724611156472
0.06994,0.28,1.0775142297234135,0.9079460007662029,-0.21366868488588203
0.06994,0.29,1.0723251730949885,0.9123706231346576,-0.20384707812945366
0.06994,0.3,1.067304859389948,0.9166993352599893,-0.1940414645701745
0.06994,0.31,1.0624444497300738,0.9209355967017687,-0.18425090940281066
0.06994,0.32,1.057735222098481,0.9250830259027523,-0.17447450305908502
0.06994,0.33,1.0531685709913865,0.9291453984628855,-0.16471135997355815
0.06994,0.34,1.0487360072084533,0.9331266454044961,-0.15496061734544506
0.06994,0.35000000000000003,1.0444291577706555,0.937030851434413,-0.14522143389652023
0.06994,0.36,1.0402397659556062,0.9408622532084512,-0.13549298862527465
0.06994,0.37,1.0361596914412494,0.9446252376033846,-0.1257744795575051
0.06994,0.38,1.0321809105497135,0.9483243400012095,-0.11606512249351886
0.06994,0.39,1.0282955165839964,0.9519642425901623,-0.10636414975215419
0.06994,0.4,1.0244957202509413,0.9555497726866237,-0.0966708089118172
0.06994,0.41000000000000003,1.020773850164739,0.9590859010816999,-0.08698436154874611
0.06994,0.42,1.0171223534258744,0.9625777404159411,-0.0773040819727191
0.06994,0.43,1.0135337962710917,0.966030543585328,-0.06762925596042602
0.06994,0.44,1.0100008647905305,0.9694497021813475,-0.057959179486727075
0.06994,0.45,1.006516365708718,0.9728407449676771,-0.04829315745402901
0.06994,0.46,1.0030732272265697,0.9762093363957213,-0.038630502420005874
0.06994,0.47000000000000003,0.9996644999219613,0.9795612751609858,-0.02897053332390012
0.06994,0.48,0.99628335770678,0.9829024928020574,-0.019312574211635652
0.06994,0.49,0.9929230988386609,0.9862390523437519,-0.009655952959980868
0.06994,0.5,0.9895771469858421,0.989577146985843,1.7763568394002505e-15
